Ea (kJ/mol),T1 (°C),T2 (°C),D2/D1,Percent Increase
40.0,29.0,36.0,1.4341068447324474,43.41068447324474
40.0,29.0,37.0,1.5079026891879672,50.79026891879672
40.0,29.0,38.0,1.5849846119412196,58.498461194121965
40.0,29.0,39.0,1.6654747703731139,66.54747703731138
40.0,30.0,33.0,1.1682624320775723,16.82624320775723
40.0,30.0,34.0,1.2295910400506591,22.95910400506591
40.0,30.0,35.0,1.2937094517869656,29.370945178696562
40.0,30.0,36.0,1.3607238426243211,36.07238426243211
40.0,30.0,37.0,1.4307435663332306,43.07435663332306
40.0,30.0,38.0,1.5038812202750782,50.38812202750782
40.0,30.0,39.0,1.580252711058473,58.025271105847295
40.0,30.0,40.0,1.6599773206787858,65.99773206787857
40.0,31.0,34.0,1.167076105576517,16.70761055765171
40.0,31.0,35.0,1.2279346055391365,22.793460553913647
40.0,31.0,36.0,1.291541847075982,29.15418470759821
40.0,31.0,37.0,1.3580016241872166,35.80016241872166
40.0,31.0,38.0,1.427420809553058,42.74208095530581
40.0,31.0,39.0,1.4999094168520222,49.990941685202216
40.0,31.0,40.0,1.5755806635377896,57.558066353778955
40.0,32.0,35.0,1.1659025535916256,16.590255359162565
40.0,32.0,36.0,1.2262965232706275,22.629652327062754
40.0,32.0,37.0,1.289398925870559,28.939892587055894
40.0,32.0,38.0,1.3553112351427203,35.53112351427203
40.0,32.0,39.0,1.424137907161672,42.4137907161672
40.0,32.0,40.0,1.4959864399307783,49.59864399307783
40.0,33.0,36.0,1.164741589956365,16.47415899563649
40.0,33.0,37.0,1.2246765170637874,22.467651706378746
40.0,33.0,38.0,1.2872803053340167,28.72803053340167
40.0,33.0,39.0,1.3526521675855316,35.265216758553166
40.0,33.0,40.0,1.4208942058735685,42.089420587356855
40.0,34.0,37.0,1.163593031935467,16.359303193546705
40.0,34.0,38.0,1.2230743160043833,22.30743160043833
40.0,34.0,39.0,1.2851856101630073,28.518561016300726
40.0,34.0,40.0,1.3500239238978147,35.00239238978147
40.0,35.0,38.0,1.1624567001484052,16.24567001484052
40.0,35.0,39.0,1.2214896543236295,22.148965432362957
40.0,35.0,40.0,1.2831144724079309,28.311447240793086
40.0,36.0,39.0,1.161332418494824,16.133241849482395
40.0,36.0,40.0,1.2199222712797608,21.992227127976083
40.0,37.0,40.0,1.1602200140819399,16.022001408193987
50.0,15.0,18.0,1.2399278048928422,23.992780489284215
50.0,15.0,19.0,1.3307677984272912,33.076779842729124
50.0,15.0,20.0,1.4275741606015981,42.75741606015981
50.0,15.0,21.0,1.53069167783599,53.069167783599
50.0,15.0,22.0,1.6404821847095676,64.04821847095677
50.0,15.0,23.0,1.7573252526108942,75.73252526108942
50.0,15.0,24.0,1.8816188991064036,88.16188991064035
50.0,15.0,25.0,2.013780318377907,101.37803183779069
50.0,16.0,19.0,1.238097409347265,23.8097409347265
50.0,16.0,20.0,1.3281624878365315,32.816248783653144
50.0,16.0,21.0,1.4240992328472712,42.40992328472713
50.0,16.0,22.0,1.5262442819623339,52.62442819623339
50.0,16.0,23.0,1.6349507744396712,63.49507744396712
50.0,16.0,24.0,1.7505890111826103,75.05890111826103
50.0,16.0,25.0,1.873547134312042,87.3547134312042
50.0,16.0,26.0,2.0042318266648453,100.42318266648454
50.0,17.0,20.0,1.236288470755844,23.628847075584392
50.0,17.0,21.0,1.3255889086652293,32.55889086652293
50.0,17.0,22.0,1.4206681988290724,42.06681988290724
50.0,17.0,23.0,1.5218550525286927,52.18550525286927
50.0,17.0,24.0,1.6294941555549378,62.94941555549378
50.0,17.0,25.0,1.743946800771796,74.3946800771796
50.0,17.0,26.0,1.865591539227871,86.5591539227871
50.0,17.0,27.0,1.994824850115176,99.4824850115176
50.0,18.0,21.0,1.234500647372995,23.450064737299492
50.0,18.0,22.0,1.323046534028925,32.304653402892505
50.0,18.0,23.0,1.4172803010597599,41.72803010597599
50.0,18.0,24.0,1.5175229490631659,51.752294906316585
50.0,18.0,25.0,1.6241109445496655,62.41109445496655
50.0,18.0,26.0,1.7373968263127784,73.73968263127783
50.0,18.0,27.0,1.8577498293513883,85.77498293513884
50.0,18.0,28.0,1.9855565266207351,98.55565266207351
50.0,19.0,22.0,1.232733604351036,23.273360435103598
50.0,19.0,23.0,1.320534848143839,32.05348481438391
50.0,19.0,24.0,1.4139347986403872,41.39347986403872
50.0,19.0,25.0,1.5132469546962315,51.32469546962315
50.0,19.0,26.0,1.6187997903343425,61.87997903343425
50.0,19.0,27.0,1.730937336077698,73.0937336077698
50.0,19.0,28.0,1.850019776893494,85.0019776893494
50.0,19.0,29.0,1.9764240670038165,97.64240670038164
50.0,20.0,23.0,1.2309870135715644,23.098701357156436
50.0,20.0,24.0,1.3180533460436585,31.805334604365854
50.0,20.0,25.0,1.4106309668208579,41.063096682085785
50.0,20.0,26.0,1.50902607551398,50.90260755139799
50.0,20.0,27.0,1.613559373319705,61.35593733197049
50.0,20.0,28.0,1.724566620417119,72.45666204171191
50.0,20.0,29.0,1.8423992090869719,84.23992090869719
50.0,20.0,30.0,1.9674247527888478,96.74247527888478
50.0,21.0,24.0,1.2292605534816363,22.926055348163633
50.0,21.0,25.0,1.315601533304788,31.56015333047879
50.0,21.0,26.0,1.4073680965740614,40.736809657406134
50.0,21.0,27.0,1.5048593399320296,50.485933993202956
50.0,21.0,28.0,1.6083884045309975,60.83884045309975
50.0,21.0,29.0,1.7182830105431577,71.82830105431577
50.0,21.0,30.0,1.8348860065536239,83.48860065536239
50.0,21.0,31.0,1.9585559340530474,95.85559340530475
50.0,22.0,25.0,1.2275539089346639,22.755390893466387
50.0,22.0,26.0,1.3131789257797903,31.317892577979034
50.0,22.0,27.0,1.40414549418318,40.41454941831799
50.0,22.0,28.0,1.5007457980894616,50.07457980894616
50.0,22.0,29.0,1.6032856247512546,60.32856247512546
50.0,22.0,30.0,1.712084877353661,71.2084877353661
50.0,22.0,31.0,1.8274781017277872,82.74781017277873
50.0,22.0,32.0,1.9498150273528843,94.98150273528843
50.0,23.0,26.0,1.2258667710358029,22.58667710358029
50.0,23.0,27.0,1.3107850493387023,31.07850493387023
50.0,23.0,28.0,1.4009624808416876,40.096248084168764
50.0,23.0,29.0,1.496684521261899,49.66845212618991
50.0,23.0,30.0,1.5982498036925634,59.824980369256345
50.0,23.0,31.0,1.7059706302957778,70.59706302957778
50.0,23.0,32.0,1.820173477333877,82.0173477333877
50.0,23.0,33.0,1.9411995137233595,94.11995137233595
50.0,24.0,27.0,1.22419883699173,22.419883699173006
50.0,24.0,28.0,1.3084194396180346,30.841943961803466
50.0,24.0,29.0,1.3978183922655474,39.78183922655474
50.0,24.0,30.0,1.4926746012931709,49.26746012931709
50.0,24.0,31.0,1.5932797391942881,59.327973919428814
50.0,24.0,32.0,1.6999387162673931,69.9938716267393
50.0,24.0,33.0,1.812970164916026,81.29701649160259
50.0,24.0,34.0,1.9327069367471994,93.27069367471994
50.0,25.0,28.0,1.2225498099646706,22.254980996467054
50.0,25.0,29.0,1.3060816417770773,30.60816417770773
50.0,25.0,30.0,1.3947125783172316,39.471257831723165
50.0,25.0,31.0,1.4887151500448312,48.87151500448312
50.0,25.0,32.0,1.5883742564471461,58.837425644714614
50.0,25.0,33.0,1.6939876185550633,69.39876185550634
50.0,25.0,34.0,1.8058662434176822,80.58662434176821
50.0,25.0,35.0,1.924334900691096,92.4334900691096
50.0,26.0,29.0,1.2209193989304947,22.09193989304947
50.0,26.0,30.0,1.3037712102613837,30.377121026138365
50.0,26.0,31.0,1.391644402641168,39.164440264116806
50.0,26.0,32.0,1.4848052988628702,48.480529886287016
50.0,26.0,33.0,1.5835322072423352,58.35322072423352
50.0,26.0,34.0,1.6881158558070497,68.81158558070497
50.0,26.0,35.0,1.7988598378092453,79.88598378092453
50.0,26.0,36.0,1.9160810687065346,91.60810687065346
50.0,27.0,30.0,1.2193073185408152,21.93073185408152
50.0,27.0,31.0,1.301487708573155,30.14877085731551
50.0,27.0,32.0,1.3886132423101436,38.86132423101436
50.0,27.0,33.0,1.4809441980610814,48.094419806108135
50.0,27.0,34.0,1.578752469244713,57.8752469244713
50.0,27.0,35.0,1.6823219810400825,68.23219810400825
50.0,27.0,36.0,1.7919491177620022,79.19491177620021
50.0,27.0,37.0,1.9079431610924948,90.79431610924948
50.0,28.0,31.0,1.2177132889888982,21.77132889888982
50.0,28.0,32.0,1.2992307090482043,29.923070904820428
50.0,28.0,33.0,1.3856184874823354,38.561848748233544
50.0,28.0,34.0,1.4771310164204015,47.713101642040144
50.0,28.0,35.0,1.5740339452890724,57.403394528907235
50.0,28.0,36.0,1.676604580678658,67.6604580678658
50.0,28.0,37.0,1.785132296366382,78.5132296366382
50.0,28.0,38.0,1.8999189536176786,89.99189536176786
50.0,29.0,32.0,1.2161370358793013,21.613703587930132
50.0,29.0,33.0,1.2969997926394512,29.69997926394512
50.0,29.0,34.0,1.3826595410686497,38.265954106864974
50.0,29.0,35.0,1.4733649407037162,47.336494070371614
50.0,29.0,36.0,1.569375562698889,56.9375562698889
50.0,29.0,37.0,1.6709622736256267,67.09622736256267
50.0,29.0,38.0,1.7784076288930917,77.84076288930916
50.0,29.0,39.0,1.8920062759000198,89.20062759000199
50.0,30.0,33.0,1.2145782901011168,21.457829010111684
50.0,30.0,34.0,1.2947945487066028,29.479454870660284
50.0,30.0,35.0,1.3797358184098918,37.973581840989176
50.0,30.0,36.0,1.4696451751856012,46.96451751856012
50.0,30.0,37.0,1.564776272626488,56.4776272626488
50.0,30.0,38.0,1.6653937103629197,66.53937103629197
50.0,30.0,39.0,1.7717734115953239,77.17734115953239
50.0,30.0,40.0,1.8842030098411084,88.42030098411084
50.0,31.0,34.0,1.2130367877046864,21.303678770468636
50.0,31.0,35.0,1.2926145748118074,29.26145748118074
50.0,31.0,36.0,1.3768467469635568,37.68467469635568
50.0,31.0,37.0,1.46597094119637,46.59709411963699
50.0,31.0,38.0,1.5602350494140005,56.02350494140005
50.0,31.0,39.0,1.6598975720812785,65.98975720812786
50.0,31.0,40.0,1.7652279805505056,76.52279805505056
50.0,32.0,35.0,1.2115122697816962,21.151226978169625
50.0,32.0,36.0,1.2904594765212347,29.045947652123473
50.0,32.0,37.0,1.3739917659998522,37.39917659998522
50.0,32.0,38.0,1.4623414766800957,46.23414766800957
50.0,32.0,39.0,1.5557508899743737,55.57508899743737
50.0,32.0,40.0,1.6544725698379674,65.44725698379675
50.0,33.0,36.0,1.21000448234856,21.000448234856005
50.0,33.0,37.0,1.2883288672121878,28.832886721218777
50.0,33.0,38.0,1.3711703263066484,37.11703263066484
50.0,33.0,39.0,1.4587560357659768,45.875603576597676
50.0,33.0,40.0,1.5513228131916004,55.132281319160036
50.0,34.0,37.0,1.2085131762329209,20.851317623292086
50.0,34.0,38.0,1.286222367885713,28.6222367885713
50.0,34.0,39.0,1.3683818899030624,36.83818899030624
50.0,34.0,40.0,1.4552138883526178,45.521388835261774
50.0,35.0,38.0,1.2070381069632887,20.703810696328873
50.0,35.0,39.0,1.2841396069845057,28.41396069845057
50.0,35.0,40.0,1.3656259297613955,36.562592976139555
50.0,36.0,39.0,1.2055790346615922,20.55790346615922
50.0,36.0,40.0,1.2820802202158441,28.208022021584412
50.0,37.0,40.0,1.2041357239386437,20.413572393864364
60.0,15.0,18.0,1.294421383601928,29.442138360192804
60.0,15.0,19.0,1.4090381116290531,40.90381116290531
60.0,15.0,20.0,1.532916201167732,53.291620116773196
60.0,15.0,21.0,1.666730048792447,66.6730048792447
60.0,15.0,22.0,1.8111975501725763,81.11975501725763
60.0,15.0,23.0,1.9670825230359648,96.70825230359648
60.0,15.0,24.0,2.1351972419627234,113.51972419627234
60.0,15.0,25.0,2.3164050889574037,131.64050889574037
60.0,16.0,19.0,1.2921287147272145,29.212871472721446
60.0,16.0,20.0,1.4057285068814633,40.57285068814633
60.0,16.0,21.0,1.528439676662473,52.8439676662473
60.0,16.0,22.0,1.6609205551692585,66.09205551692585
60.0,16.0,23.0,1.8038715853570666,80.38715853570666
60.0,16.0,24.0,1.9580376465166296,95.80376465166296
60.0,16.0,25.0,2.124210484925533,112.42104849255333
60.0,16.0,26.0,2.3032312543705555,130.32312543705555
60.0,17.0,20.0,1.2898635877604825,28.98635877604825
60.0,17.0,21.0,1.402460486050008,40.24604860500081
60.0,17.0,22.0,1.5240218404821781,52.40218404821781
60.0,17.0,23.0,1.655190361124302,65.5190361124302
60.0,17.0,24.0,1.796649531785443,79.6649531785443
60.0,17.0,25.0,1.9491258403252438,94.91258403252438
60.0,17.0,26.0,2.1133911097777824,111.33911097777825
60.0,17.0,27.0,2.2902649337562897,129.02649337562897
60.0,18.0,21.0,1.2876255521633244,28.76255521633244
60.0,18.0,22.0,1.399233335540733,39.923333554073295
60.0,18.0,23.0,1.5196616402938687,51.966164029386874
60.0,18.0,24.0,1.6495379858614563,64.95379858614562
60.0,18.0,25.0,1.7895293745160852,78.95293745160852
60.0,18.0,26.0,1.940344431613202,94.0344431613202
60.0,18.0,27.0,2.1027356415823384,110.27356415823384
60.0,18.0,28.0,2.2775016829084347,127.75016829084348
60.0,19.0,22.0,1.2854141667456873,28.54141667456873
60.0,19.0,23.0,1.3960463572995419,39.60463572995418
60.0,19.0,24.0,1.515358047692638,51.535804769263805
60.0,19.0,25.0,1.6439619835969534,64.39619835969535
60.0,19.0,26.0,1.7825091479812816,78.25091479812815
60.0,19.0,27.0,1.9316908152181,93.16908152181
60.0,19.0,28.0,2.092240696128286,109.2240696128286
60.0,19.0,29.0,2.2649371770073046,126.49371770073046
60.0,20.0,23.0,1.283228999430952,28.3228999430952
60.0,20.0,24.0,1.3928988684027157,39.28988684027157
60.0,20.0,25.0,1.5111100575444583,51.11100575444583
60.0,20.0,26.0,1.6384609425614878,63.846094256148774
60.0,20.0,27.0,1.7755869345321609,77.5586934532161
60.0,20.0,28.0,1.9231624516071506,92.31624516071506
60.0,20.0,29.0,2.08190297709536,108.19029770953601
60.0,20.0,30.0,2.2525672067894633,125.25672067894634
60.0,21.0,24.0,1.281069627027894,28.106962702789406
60.0,21.0,25.0,1.3897902006600584,38.979020066005845
60.0,21.0,26.0,1.5069166873500237,50.691668735002374
60.0,21.0,27.0,1.633033484035446,63.30334840354459
60.0,21.0,28.0,1.7687608630335359,76.87608630335359
60.0,21.0,29.0,1.914756864893017,91.47568648930171
60.0,21.0,30.0,2.0717192733210905,107.17192733210905
60.0,21.0,31.0,2.2403876748595843,124.03876748595843
60.0,22.0,25.0,1.2789356350093837,27.893563500938367
60.0,22.0,26.0,1.3867197002302387,38.671970023023874
60.0,22.0,27.0,1.5027769766289463,50.277697662894624
60.0,22.0,28.0,1.6276782614161316,62.767826141613156
60.0,22.0,29.0,1.7620291075066477,76.20291075066477
60.0,22.0,30.0,1.9064716409194027,90.64716409194027
60.0,22.0,31.0,2.061686456166482,106.16864561664818
60.0,22.0,32.0,2.228394592138416,122.83945921384158
60.0,23.0,26.0,1.2768266172975076,27.682661729750755
60.0,23.0,27.0,1.3836867272478606,38.36867272478606
60.0,23.0,28.0,1.4986899863235457,49.86899863235457
60.0,23.0,29.0,1.6223939593155858,62.23939593155858
60.0,23.0,30.0,1.7553898858180144,75.53898858180143
60.0,23.0,31.0,1.8983044254134933,89.83044254134933
60.0,23.0,32.0,2.0518014769760238,105.18014769760238
60.0,23.0,33.0,2.2165840744412635,121.65840744412635
60.0,24.0,27.0,1.274742176054954,27.474217605495397
60.0,24.0,28.0,1.3806906554619476,38.06906554619476
60.0,24.0,29.0,1.4946547982214593,49.46547982214593
60.0,24.0,30.0,1.6171792926880317,61.717929268803175
60.0,24.0,31.0,1.7488414584126286,74.88414584126286
60.0,24.0,32.0,1.8902529222025746,89.02529222025746
60.0,24.0,33.0,2.04206136462843,104.206136462843
60.0,24.0,34.0,2.2049523391815353,120.49523391815353
60.0,25.0,28.0,1.2726819214824594,27.26819214824594
60.0,25.0,29.0,1.3777308718852919,37.77308718852919
60.0,25.0,30.0,1.4906705143964611,49.067051439646114
60.0,25.0,31.0,1.6120330059857584,61.20330059857584
60.0,25.0,32.0,1.742382127089661,74.23821270896609
60.0,25.0,33.0,1.882314891492383,88.23148914923831
60.0,25.0,34.0,2.0324632231742803,103.24632231742802
60.0,25.0,35.0,2.1934957021940598,119.34957021940598
60.0,26.0,29.0,1.2706454716220559,27.06454716220559
60.0,26.0,30.0,1.3748067764544407,37.480677645444075
60.0,26.0,31.0,1.4867362566668503,48.67362566668503
60.0,26.0,32.0,1.6069538723423582,60.695387234235824
60.0,26.0,33.0,1.7360102338192307,73.60102338192307
60.0,26.0,34.0,1.874488148204743,87.44881482047431
60.0,26.0,35.0,2.0230042295570905,102.30042295570905
60.0,26.0,36.0,2.1822105746735017,118.22105746735016
60.0,27.0,30.0,1.26863245216601,26.863245216600994
60.0,27.0,31.0,1.3719177816999102,37.19177816999102
60.0,27.0,32.0,1.482851166070688,48.2851166070688
60.0,27.0,33.0,1.6019406927824102,60.194069278241024
60.0,27.0,34.0,1.7297241595985917,72.97241595985918
60.0,27.0,35.0,1.8667705603721036,86.67705603721036
60.0,27.0,36.0,2.013681631414612,101.36816314146122
60.0,27.0,37.0,2.171093460222908,117.10934602229082
60.0,28.0,31.0,1.2666424962711913,26.66424962711913
60.0,28.0,32.0,1.3690633124261562,36.90633124261562
60.0,28.0,33.0,1.4790144023573497,47.901440235734974
60.0,28.0,34.0,1.5969922954565143,59.699229545651434
60.0,28.0,35.0,1.7235223233461257,72.35223233461257
60.0,28.0,36.0,1.8591600475868488,85.91600475868488
60.0,28.0,37.0,2.0044927449568775,100.44927449568775
60.0,28.0,38.0,2.1601409520080144,116.01409520080144
60.0,29.0,32.0,1.2646752443787364,26.467524437873635
60.0,29.0,33.0,1.366242805401186,36.62428054011859
60.0,29.0,34.0,1.4752251434948613,47.52251434948613
60.0,29.0,35.0,1.5921075349008273,59.21075349008274
60.0,29.0,36.0,1.7174031808320047,71.74031808320048
60.0,29.0,37.0,1.8516545795032224,85.16545795032225
60.0,29.0,38.0,1.9954349529182944,99.54349529182944
60.0,29.0,39.0,2.149349730013088,114.93497300130882
60.0,30.0,33.0,1.26273034403883,26.273034403883
60.0,30.0,34.0,1.3634557090553163,36.34557090553163
60.0,30.0,35.0,1.471482585192313,47.1482585192313
60.0,30.0,36.0,1.5872852913202213,58.72852913202213
60.0,30.0,37.0,1.7113652236438333,71.13652236438332
60.0,30.0,38.0,1.844252174389849,84.4252174389849
60.0,30.0,39.0,1.986505702580615,98.65057025806149
60.0,30.0,40.0,2.13871655839404,113.871655839404
60.0,31.0,34.0,1.2608074497404154,26.080744974041536
60.0,31.0,35.0,1.3607014831887618,36.070148318876186
60.0,31.0,36.0,1.4677859404369757,46.778594043697574
60.0,31.0,37.0,1.582524469894077,58.2524469894077
60.0,31.0,38.0,1.70540697818615,70.540697818615
60.0,31.0,39.0,1.8369508977308804,83.69508977308804
60.0,31.0,40.0,1.9777025038640172,97.77025038640173
60.0,32.0,35.0,1.258906222745698,25.890622274569797
60.0,32.0,36.0,1.3579795986879368,35.79795986879368
60.0,32.0,37.0,1.4641344390455242,46.41344390455242
60.0,32.0,38.0,1.5778240001041053,57.78240001041053
60.0,32.0,39.0,1.6995270047125361,69.95270047125362
60.0,32.0,40.0,1.8297488608739707,82.97488608739707
60.0,33.0,36.0,1.2570263309292988,25.702633092929883
60.0,33.0,37.0,1.355289537249932,35.52895372499321
60.0,33.0,38.0,1.4605273272288901,46.05273272288901
60.0,33.0,39.0,1.5731828350832189,57.31828350832189
60.0,33.0,40.0,1.6937238963889767,69.37238963889767
60.0,34.0,37.0,1.255167448621833,25.516744862183295
60.0,34.0,38.0,1.3526307911150686,35.263079111506855
60.0,34.0,39.0,1.4569638671702692,45.69638671702692
60.0,34.0,40.0,1.5685999509847453,56.85999509847453
60.0,35.0,38.0,1.2533292564579128,25.33292564579128
60.0,35.0,39.0,1.3500028628072358,35.00028628072358
60.0,35.0,40.0,1.4534433366158555,45.344333661585544
60.0,36.0,39.0,1.2515114412282764,25.15114412282764
60.0,36.0,40.0,1.347405264881631,34.740526488163106
60.0,37.0,40.0,1.2497136957360226,24.971369573602264
70.0,15.0,18.0,1.3513099002330489,35.13099002330489
70.0,15.0,19.0,1.491911964183016,49.19119641830161
70.0,15.0,20.0,1.6460315300273165,64.60315300273164
70.0,15.0,21.0,1.81485866538129,81.48586653812899
70.0,15.0,22.0,1.9996782630906247,99.96782630906247
70.0,15.0,23.0,2.2018767707825684,120.18767707825684
70.0,15.0,24.0,2.4229493359417043,142.29493359417043
70.0,15.0,25.0,2.6645073880103447,166.45073880103448
70.0,16.0,19.0,1.3485179783251693,34.85179783251693
70.0,16.0,20.0,1.487824459097659,48.782445909765904
70.0,16.0,21.0,1.640424902501598,64.0424902501598
70.0,16.0,22.0,1.8074807048822332,80.74807048822332
70.0,16.0,23.0,1.9902450565056358,99.02450565056358
70.0,16.0,24.0,2.1900693998909446,119.00693998909446
70.0,16.0,25.0,2.4084102831629344,140.84102831629343
70.0,16.0,26.0,2.64683662864339,164.68366286433903
70.0,17.0,20.0,1.3457604065604194,34.57604065604194
70.0,17.0,21.0,1.4837898854420444,48.37898854420444
70.0,17.0,22.0,1.6348944617617458,63.48944617617458
70.0,17.0,23.0,1.8002076656424177,80.02076656424177
70.0,17.0,24.0,1.980951897900822,98.0951897900822
70.0,17.0,25.0,2.178444629011776,117.84446290117758
70.0,17.0,26.0,2.394104973662308,139.4104973662308
70.0,17.0,27.0,2.6294606599124988,162.94606599124987
70.0,18.0,21.0,1.3430366084554672,34.30366084554672
70.0,18.0,22.0,1.4798073060411658,47.98073060411659
70.0,18.0,23.0,1.6294387915035844,62.94387915035844
70.0,18.0,24.0,1.7930375079201588,79.30375079201588
70.0,18.0,25.0,1.9717959496565665,97.17959496565665
70.0,18.0,26.0,2.1669986132543846,116.69986132543846
70.0,18.0,27.0,2.3800283054927815,138.00283054927814
70.0,18.0,28.0,2.6123728265136084,161.23728265136083
70.0,19.0,22.0,1.3403460198039672,34.034601980396715
70.0,19.0,23.0,1.475875804768638,47.5875804768638
70.0,19.0,24.0,1.6240565087689556,62.40565087689556
70.0,19.0,25.0,1.7859682420801901,78.59682420801902
70.0,19.0,26.0,1.9627744466044903,96.27744466044904
70.0,19.0,27.0,2.1557276094427444,115.57276094427445
70.0,19.0,28.0,2.3661753161827876,136.61753161827878
70.0,19.0,29.0,2.5955666607352192,159.5566660735219
70.0,20.0,23.0,1.3376880883600253,33.76880883600253
70.0,20.0,24.0,1.471994485975305,47.19944859753049
70.0,20.0,25.0,1.6187462629990608,61.874626299906076
70.0,20.0,26.0,1.7789979271134264,77.89979271134264
70.0,20.0,27.0,1.9538846938089391,95.38846938089391
70.0,20.0,28.0,2.144627972897365,114.46279728973651
70.0,20.0,29.0,2.3525411781882273,135.25411781882272
70.0,20.0,30.0,2.5790358761679433,157.90358761679434
70.0,21.0,24.0,1.3350622735311781,33.506227353117815
70.0,21.0,25.0,1.4681624739359798,46.816247393597976
70.0,21.0,26.0,1.6135067351190808,61.350673511908084
70.0,21.0,27.0,1.772124669207555,77.2124669207555
70.0,21.0,28.0,1.9451240644273398,94.51240644273398
70.0,21.0,29.0,2.133696154334903,113.36961543349031
70.0,21.0,30.0,2.339121194515815,133.9121194515815
70.0,21.0,31.0,2.562774361657208,156.2774361657208
70.0,22.0,25.0,1.3324680460806662,33.24680460806662
70.0,22.0,26.0,1.46437891231367,46.43789123136699
70.0,22.0,27.0,1.6083366366529974,60.83366366529974
70.0,22.0,28.0,1.7653466203666226,76.53466203666225
70.0,22.0,29.0,1.936489997646156,93.64899976461561
70.0,22.0,30.0,2.12292869688091,112.29286968809097
70.0,22.0,31.0,2.325910794510548,132.59107945105478
70.0,22.0,32.0,2.546776175488476,154.67761754884762
70.0,23.0,26.0,1.329904887838567,32.990488783856705
70.0,23.0,27.0,1.4606429636406173,46.06429636406173
70.0,23.0,28.0,1.6032347088674683,60.32347088674683
70.0,23.0,29.0,1.758661977077473,75.86619770774729
70.0,23.0,30.0,1.927979996689499,92.7979996689499
70.0,23.0,31.0,2.112322233190893,111.23222331908931
70.0,23.0,32.0,2.3129055298000956,131.29055298000955
70.0,23.0,33.0,2.5310355397950195,153.10355397950195
70.0,24.0,27.0,1.3273722914215582,32.73722914215582
70.0,24.0,28.0,1.4569538088156566,45.69538088156566
70.0,24.0,29.0,1.598199721943588,59.8199721943588
70.0,24.0,30.0,1.752068979021441,75.20689790214409
70.0,24.0,31.0,1.919591626897514,91.9591626897514
70.0,24.0,32.0,2.101873482675211,110.18734826752107
70.0,24.0,33.0,2.300101070389801,130.0101070389801
70.0,24.0,34.0,2.515546835178589,151.5546835178589
